Date,State,District,Disease,Cases,Deaths
2024-11-10,Rajasthan,Dungarpur,Typhoid,99,3
2024-11-17,Rajasthan,Dungarpur,Typhoid,102,2
2024-11-24,Rajasthan,Dungarpur,Typhoid,99,2
2024-12-01,Rajasthan,Dungarpur,Typhoid,92,4
2024-12-08,Rajasthan,Dungarpur,Typhoid,90,2
2024-12-15,Rajasthan,Dungarpur,Typhoid,87,2
2024-12-22,Rajasthan,Dungarpur,Typhoid,84,2
2024-12-29,Rajasthan,Dungarpur,Typhoid,77,3
2025-01-05,Rajasthan,Dungarpur,Typhoid,79,1
2025-01-12,Rajasthan,Dungarpur,Typhoid,73,1
2025-01-19,Rajasthan,Dungarpur,Typhoid,68,3
2025-01-26,Rajasthan,Dungarpur,Typhoid,61,1
2025-02-02,Rajasthan,Dungarpur,Typhoid,56,1
2025-02-09,Rajasthan,Dungarpur,Typhoid,50,1
2025-02-16,Rajasthan,Dungarpur,Typhoid,46,1
2025-02-23,Rajasthan,Dungarpur,Typhoid,43,0
2025-03-02,Rajasthan,Dungarpur,Typhoid,33,0
2025-03-09,Rajasthan,Dungarpur,Typhoid,33,0
2025-03-16,Rajasthan,Dungarpur,Typhoid,24,0
2025-03-23,Rajasthan,Dungarpur,Typhoid,18,0
2025-03-30,Rajasthan,Dungarpur,Typhoid,17,0
2025-04-06,Rajasthan,Dungarpur,Typhoid,13,0
2025-04-13,Rajasthan,Dungarpur,Typhoid,14,0
2025-04-20,Rajasthan,Dungarpur,Typhoid,15,0
2025-04-27,Rajasthan,Dungarpur,Typhoid,8,0
2025-05-04,Rajasthan,Dungarpur,Typhoid,10,0
2025-05-11,Rajasthan,Dungarpur,Typhoid,7,0
2025-05-18,Rajasthan,Dungarpur,Typhoid,12,0
2025-05-25,Rajasthan,Dungarpur,Typhoid,15,0
2025-06-01,Rajasthan,Dungarpur,Typhoid,16,0
2025-06-08,Rajasthan,Dungarpur,Typhoid,20,0
2025-06-15,Rajasthan,Dungarpur,Typhoid,21,0
2025-06-22,Rajasthan,Dungarpur,Typhoid,25,0
2025-06-29,Rajasthan,Dungarpur,Typhoid,27,0
2025-07-06,Rajasthan,Dungarpur,Typhoid,37,0
2025-07-13,Rajasthan,Dungarpur,Typhoid,40,1
2025-07-20,Rajasthan,Dungarpur,Typhoid,48,0
2025-07-27,Rajasthan,Dungarpur,Typhoid,174,2
2025-08-03,Rajasthan,Dungarpur,Typhoid,54,0
2025-08-10,Rajasthan,Dungarpur,Typhoid,57,1
2025-08-17,Rajasthan,Dungarpur,Typhoid,62,0
2025-08-24,Rajasthan,Dungarpur,Typhoid,73,2
2025-08-31,Rajasthan,Dungarpur,Typhoid,73,1
2025-09-07,Rajasthan,Dungarpur,Typhoid,83,3
2025-09-14,Rajasthan,Dungarpur,Typhoid,86,2
2025-09-21,Rajasthan,Dungarpur,Typhoid,88,4
2025-09-28,Rajasthan,Dungarpur,Typhoid,93,3
2025-10-05,Rajasthan,Dungarpur,Typhoid,98,2
2025-10-12,Rajasthan,Dungarpur,Typhoid,95,3
2025-10-19,Rajasthan,Dungarpur,Typhoid,100,1
2025-10-26,Rajasthan,Dungarpur,Typhoid,103,4
2025-11-02,Rajasthan,Dungarpur,Typhoid,103,1
2025-11-09,Rajasthan,Dungarpur,Typhoid,99,2
2025-11-16,Rajasthan,Dungarpur,Typhoid,95,1
2025-11-23,Rajasthan,Dungarpur,Typhoid,97,0
2025-11-30,Rajasthan,Dungarpur,Typhoid,92,4
2025-12-07,Rajasthan,Dungarpur,Typhoid,89,3
2025-12-14,Rajasthan,Dungarpur,Typhoid,358,9
2025-12-21,Rajasthan,Dungarpur,Typhoid,85,1
2023-01-01,Rajasthan,Dungarpur,Chikungunya,5,0
2023-01-08,Rajasthan,Dungarpur,Chikungunya,5,0
2023-01-15,Rajasthan,Dungarpur,Chikungunya,5,0
2023-01-22,Rajasthan,Dungarpur,Chikungunya,0,0
2023-01-29,Rajasthan,Dungarpur,Chikungunya,0,0
2023-02-05,Rajasthan,Dungarpur,Chikungunya,0,0
2023-02-12,Rajasthan,Dungarpur,Chikungunya,0,0
2023-02-19,Rajasthan,Dungarpur,Chikungunya,0,0
2023-02-26,Rajasthan,Dungarpur,Chikungunya,0,0
2023-03-05,Rajasthan,Dungarpur,Chikungunya,2,0
2023-03-12,Rajasthan,Dungarpur,Chikungunya,1,0
2023-03-19,Rajasthan,Dungarpur,Chikungunya,0,0
2023-03-26,Rajasthan,Dungarpur,Chikungunya,3,0
2023-04-02,Rajasthan,Dungarpur,Chikungunya,0,0
2023-04-09,Rajasthan,Dungarpur,Chikungunya,3,0
2023-04-16,Rajasthan,Dungarpur,Chikungunya,4,0
2023-04-23,Rajasthan,Dungarpur,Chikungunya,0,0
2023-04-30,Rajasthan,Dungarpur,Chikungunya,0,0
2023-05-07,Rajasthan,Dungarpur,Chikungunya,0,0
2023-05-14,Rajasthan,Dungarpur,Chikungunya,0,0
2023-05-21,Rajasthan,Dungarpur,Chikungunya,1,0
2023-05-28,Rajasthan,Dungarpur,Chikungunya,4,0
2023-06-04,Rajasthan,Dungarpur,Chikungunya,0,0
2023-06-11,Rajasthan,Dungarpur,Chikungunya,3,0
2023-06-18,Rajasthan,Dungarpur,Chikungunya,5,0
2023-06-25,Rajasthan,Dungarpur,Chikungunya,0,0
2023-07-02,Rajasthan,Dungarpur,Chikungunya,5,0
2023-07-09,Rajasthan,Dungarpur,Chikungunya,0,0
2023-07-16,Rajasthan,Dungarpur,Chikungunya,0,0
2023-07-23,Rajasthan,Dungarpur,Chikungunya,0,0
2023-07-30,Rajasthan,Dungarpur,Chikungunya,0,0
2023-08-06,Rajasthan,Dungarpur,Chikungunya,3,0
2023-08-13,Rajasthan,Dungarpur,Chikungunya,1,0
2023-08-20,Rajasthan,Dungarpur,Chikungunya,1,0
2023-08-27,Rajasthan,Dungarpur,Chikungunya,0,0
2023-09-03,Rajasthan,Dungarpur,Chikungunya,4,0
2023-09-10,Rajasthan,Dungarpur,Chikungunya,0,0
2023-09-17,Rajasthan,Dungarpur,Chikungunya,3,0
2023-09-24,Rajasthan,Dungarpur,Chikungunya,1,0
2023-10-01,Rajasthan,Dungarpur,Chikungunya,1,0
2023-10-08,Rajasthan,Dungarpur,Chikungunya,2,0
2023-10-15,Rajasthan,Dungarpur,Chikungunya,5,0
2023-10-22,Rajasthan,Dungarpur,Chikungunya,5,0
2023-10-29,Rajasthan,Dungarpur,Chikungunya,3,0
2023-11-05,Rajasthan,Dungarpur,Chikungunya,5,0
2023-11-12,Rajasthan,Dungarpur,Chikungunya,0,0
2023-11-19,Rajasthan,Dungarpur,Chikungunya,4,0
2023-11-26,Rajasthan,Dungarpur,Chikungunya,1,0
2023-12-03,Rajasthan,Dungarpur,Chikungunya,4,0
2023-12-10,Rajasthan,Dungarpur,Chikungunya,2,0
2023-12-17,Rajasthan,Dungarpur,Chikungunya,2,0
2023-12-24,Rajasthan,Dungarpur,Chikungunya,1,0
2023-12-31,Rajasthan,Dungarpur,Chikungunya,5,0
2024-01-07,Rajasthan,Dungarpur,Chikungunya,0,0
2024-01-14,Rajasthan,Dungarpur,Chikungunya,0,0
2024-01-21,Rajasthan,Dungarpur,Chikungunya,5,0
2024-01-28,Rajasthan,Dungarpur,Chikungunya,3,0
2024-02-04,Rajasthan,Dungarpur,Chikungunya,0,0
2024-02-11,Rajasthan,Dungarpur,Chikungunya,0,0
2024-02-18,Rajasthan,Dungarpur,Chikungunya,0,0
2024-02-25,Rajasthan,Dungarpur,Chikungunya,5,0
2024-03-03,Rajasthan,Dungarpur,Chikungunya,0,0
2024-03-10,Rajasthan,Dungarpur,Chikungunya,3,0
2024-03-17,Rajasthan,Dungarpur,Chikungunya,5,0
2024-03-24,Rajasthan,Dungarpur,Chikungunya,0,0
2024-03-31,Rajasthan,Dungarpur,Chikungunya,5,0
2024-04-07,Rajasthan,Dungarpur,Chikungunya,4,0
2024-04-14,Rajasthan,Dungarpur,Chikungunya,5,0
2024-04-21,Rajasthan,Dungarpur,Chikungunya,2,0
2024-04-28,Rajasthan,Dungarpur,Chikungunya,3,0
2024-05-05,Rajasthan,Dungarpur,Chikungunya,4,0
2024-05-12,Rajasthan,Dungarpur,Chikungunya,1,0
2024-05-19,Rajasthan,Dungarpur,Chikungunya,0,0
2024-05-26,Rajasthan,Dungarpur,Chikungunya,2,0
2024-06-02,Rajasthan,Dungarpur,Chikungunya,4,0
2024-06-09,Rajasthan,Dungarpur,Chikungunya,0,0
2024-06-16,Rajasthan,Dungarpur,Chikungunya,2,0
2024-06-23,Rajasthan,Dungarpur,Chikungunya,1,0
2024-06-30,Rajasthan,Dungarpur,Chikungunya,0,0
2024-07-07,Rajasthan,Dungarpur,Chikungunya,3,0
2024-07-14,Rajasthan,Dungarpur,Chikungunya,0,0
2024-07-21,Rajasthan,Dungarpur,Chikungunya,2,0
2024-07-28,Rajasthan,Dungarpur,Chikungunya,0,0
2024-08-04,Rajasthan,Dungarpur,Chikungunya,5,0
2024-08-11,Rajasthan,Dungarpur,Chikungunya,5,0
2024-08-18,Rajasthan,Dungarpur,Chikungunya,0,0
2024-08-25,Rajasthan,Dungarpur,Chikungunya,0,0
2024-09-01,Rajasthan,Dungarpur,Chikungunya,1,0
2024-09-08,Rajasthan,Dungarpur,Chikungunya,1,0
2024-09-15,Rajasthan,Dungarpur,Chikungunya,3,0
2024-09-22,Rajasthan,Dungarpur,Chikungunya,0,0
2024-09-29,Rajasthan,Dungarpur,Chikungunya,4,0
2024-10-06,Rajasthan,Dungarpur,Chikungunya,5,0
2024-10-13,Rajasthan,Dungarpur,Chikungunya,5,0
2024-10-20,Rajasthan,Dungarpur,Chikungunya,0,0
2024-10-27,Rajasthan,Dungarpur,Chikungunya,3,0
2024-11-03,Rajasthan,Dungarpur,Chikungunya,0,0
2024-11-10,Rajasthan,Dungarpur,Chikungunya,3,0
2024-11-17,Rajasthan,Dungarpur,Chikungunya,4,0
2024-11-24,Rajasthan,Dungarpur,Chikungunya,0,0
2024-12-01,Rajasthan,Dungarpur,Chikungunya,0,0
2024-12-08,Rajasthan,Dungarpur,Chikungunya,0,0
2024-12-15,Rajasthan,Dungarpur,Chikungunya,3,0
2024-12-22,Rajasthan,Dungarpur,Chikungunya,0,0
2024-12-29,Rajasthan,Dungarpur,Chikungunya,4,0
2025-01-05,Rajasthan,Dungarpur,Chikungunya,1,0
2025-01-12,Rajasthan,Dungarpur,Chikungunya,1,0
2025-01-19,Rajasthan,Dungarpur,Chikungunya,0,0
2025-01-26,Rajasthan,Dungarpur,Chikungunya,0,0
2025-02-02,Rajasthan,Dungarpur,Chikungunya,2,0
2025-02-09,Rajasthan,Dungarpur,Chikungunya,5,0
2025-02-16,Rajasthan,Dungarpur,Chikungunya,4,0
2025-02-23,Rajasthan,Dungarpur,Chikungunya,4,0
2025-03-02,Rajasthan,Dungarpur,Chikungunya,0,0
2025-03-09,Rajasthan,Dungarpur,Chikungunya,0,0
2025-03-16,Rajasthan,Dungarpur,Chikungunya,0,0
2025-03-23,Rajasthan,Dungarpur,Chikungunya,4,0
2025-03-30,Rajasthan,Dungarpur,Chikungunya,0,0
2025-04-06,Rajasthan,Dungarpur,Chikungunya,0,0
2025-04-13,Rajasthan,Dungarpur,Chikungunya,4,0
2025-04-20,Rajasthan,Dungarpur,Chikungunya,0,0
2025-04-27,Rajasthan,Dungarpur,Chikungunya,4,0
2025-05-04,Rajasthan,Dungarpur,Chikungunya,0,0
2025-05-11,Rajasthan,Dungarpur,Chikungunya,2,0
2025-05-18,Rajasthan,Dungarpur,Chikungunya,0,0
2025-05-25,Rajasthan,Dungarpur,Chikungunya,5,0
2025-06-01,Rajasthan,Dungarpur,Chikungunya,5,0
2025-06-08,Rajasthan,Dungarpur,Chikungunya,3,0
2025-06-15,Rajasthan,Dungarpur,Chikungunya,0,0
2025-06-22,Rajasthan,Dungarpur,Chikungunya,4,0
2025-06-29,Rajasthan,Dungarpur,Chikungunya,0,0
2025-07-06,Rajasthan,Dungarpur,Chikungunya,3,0
2025-07-13,Rajasthan,Dungarpur,Chikungunya,2,0
2025-07-20,Rajasthan,Dungarpur,Chikungunya,5,0
2025-07-27,Rajasthan,Dungarpur,Chikungunya,5,0
2025-08-03,Rajasthan,Dungarpur,Chikungunya,0,0
2025-08-10,Rajasthan,Dungarpur,Chikungunya,5,0
2025-08-17,Rajasthan,Dungarpur,Chikungunya,3,0
2025-08-24,Rajasthan,Dungarpur,Chikungunya,3,0
2025-08-31,Rajasthan,Dungarpur,Chikungunya,0,0
2025-09-07,Rajasthan,Dungarpur,Chikungunya,0,0
2025-09-14,Rajasthan,Dungarpur,Chikungunya,4,0
2025-09-21,Rajasthan,Dungarpur,Chikungunya,0,0
2025-09-28,Rajasthan,Dungarpur,Chikungunya,3,0
2025-10-05,Rajasthan,Dungarpur,Chikungunya,4,0
2025-10-12,Rajasthan,Dungarpur,Chikungunya,0,0
2025-10-19,Rajasthan,Dungarpur,Chikungunya,0,0
2025-10-26,Rajasthan,Dungarpur,Chikungunya,5,0
2025-11-02,Rajasthan,Dungarpur,Chikungunya,2,0
2025-11-09,Rajasthan,Dungarpur,Chikungunya,5,0
2025-11-16,Rajasthan,Dungarpur,Chikungunya,1,0
2025-11-23,Rajasthan,Dungarpur,Chikungunya,5,0
2025-11-30,Rajasthan,Dungarpur,Chikungunya,0,0
2025-12-07,Rajasthan,Dungarpur,Chikungunya,0,0
2025-12-14,Rajasthan,Dungarpur,Chikungunya,0,0
2025-12-21,Rajasthan,Dungarpur,Chikungunya,2,0
2023-01-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,394,15
2023-01-08,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,52,2
2023-01-15,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,48,2
2023-01-22,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,48,1
2023-01-29,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,44,1
2023-02-05,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,204,8
2023-02-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,36,0
2023-02-19,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,36,1
2023-02-26,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,30,0
2023-03-05,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,29,1
2023-03-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,27,0
2023-03-19,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,21,0
2023-03-26,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,19,0
2023-04-02,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,15,0
2023-04-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,16,0
2023-04-16,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,12,0
2023-04-23,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,12,0
2023-04-30,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,4,0
2023-05-07,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,9,0
2023-05-14,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,11,0
2023-05-21,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,11,0
2023-05-28,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,6,0
2023-06-04,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,9,0
2023-06-11,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,8,0
2023-06-18,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,14,0
2023-06-25,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,16,0
2023-07-02,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,19,0
2023-07-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,23,0
2023-07-16,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,22,0
2023-07-23,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,29,1
2023-07-30,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,190,9
2023-08-06,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,32,0
2023-08-13,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,35,0
2023-08-20,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,38,1
2023-08-27,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,43,1
2023-09-03,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,50,1
2023-09-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,50,1
2023-09-17,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,56,2
2023-09-24,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,58,1
2023-10-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,59,2
2023-10-08,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,65,1
2023-10-15,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,62,2
2023-10-22,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,66,0
2023-10-29,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,70,2
2023-11-05,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,64,1
2023-11-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,70,1
2023-11-19,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,66,1
2023-11-26,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,64,2
2023-12-03,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,62,1
2023-12-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,67,2
2023-12-17,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,58,2
2023-12-24,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,62,1
2023-12-31,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,55,1
2024-01-07,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,54,0
2024-01-14,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,50,1
2024-01-21,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,44,0
2024-01-28,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,44,1
2024-02-04,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,40,1
2024-02-11,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,35,1
2024-02-18,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,32,0
2024-02-25,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,27,0
2024-03-03,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,134,5
2024-03-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,26,1
2024-03-17,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,17,0
2024-03-24,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,14,0
2024-03-31,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,11,0
2024-04-07,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,15,0
2024-04-14,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,7,0
2024-04-21,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,12,0
2024-04-28,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,5,0
2024-05-05,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,8,0
2024-05-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,5,0
2024-05-19,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,9,0
2024-05-26,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,9,0
2024-06-02,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,8,0
2024-06-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,10,0
2024-06-16,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,14,0
2024-06-23,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,12,0
2024-06-30,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,21,0
2024-07-07,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,21,0
2024-07-14,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,27,1
2024-07-21,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,23,0
2024-07-28,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,30,0
2024-08-04,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,35,1
2024-08-11,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,36,1
2024-08-18,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,44,1
2024-08-25,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,43,0
2024-09-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,50,1
2024-09-08,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,50,1
2024-09-15,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,51,1
2024-09-22,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,59,1
2024-09-29,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,61,2
2024-10-06,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,63,1
2024-10-13,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,67,2
2024-10-20,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,69,1
2024-10-27,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,63,2
2024-11-03,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,66,1
2024-11-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,68,2
2024-11-17,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,64,2
2024-11-24,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,70,2
2024-12-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,62,2
2024-12-08,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,63,2
2024-12-15,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,58,1
2024-12-22,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,61,1
2024-12-29,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,54,2
2025-01-05,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,54,1
2025-01-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,49,1
2025-01-19,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,47,0
2025-01-26,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,43,0
2025-02-02,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,41,0
2025-02-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,35,1
2025-02-16,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,34,0
2025-02-23,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,33,0
2025-03-02,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,23,0
2025-03-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,23,0
2025-03-16,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,23,0
2025-03-23,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,17,0
2025-03-30,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,15,0
2025-04-06,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,15,0
2025-04-13,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,8,0
2025-04-20,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,12,0
2025-04-27,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,7,0
2025-05-04,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,11,0
2025-05-11,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,8,0
2025-05-18,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,8,0
2025-05-25,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,6,0
2025-06-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,12,0
2025-06-08,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,11,0
2025-06-15,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,12,0
2025-06-22,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,15,0
2025-06-29,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,15,0
2025-07-06,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,18,0
2025-07-13,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,25,1
2025-07-20,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,30,0
2025-07-27,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,32,1
2025-08-03,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,37,0
2025-08-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,36,0
2025-08-17,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,40,0
2025-08-24,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,46,1
2025-08-31,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,48,2
2025-09-07,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,49,1
2025-09-14,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,57,2
2025-09-21,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,55,1
2025-09-28,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,63,2
2025-10-05,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,62,1
2025-10-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,64,1
2025-10-19,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,67,2
2025-10-26,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,67,1
2025-11-02,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,69,0
2025-11-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,64,3
2025-11-16,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,65,3
2025-11-23,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,63,2
2025-11-30,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,66,1
2025-12-07,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,65,1
2025-12-14,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Dengue,61,2
